-42.56,-1000.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1010.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1020.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1030.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1040.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1050.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1060.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1070.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1080.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1090.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1100.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1100.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1110.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1120.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1130.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1140.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1150.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1160.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1170.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1180.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1190.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1200.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1200.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1210.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1220.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1230.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1240.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1250.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1260.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1270.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1280.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1290.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1300.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1310.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1320.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1330.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1340.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1350.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1360.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1370.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1380.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1390.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1400.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1410.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1420.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1430.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1440.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1450.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1460.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1470.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1480.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1490.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1500.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1510.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1520.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1530.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1540.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1550.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1560.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1570.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1580.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1590.49,754.94,1.8423,0.57076,0.18714,-1
-42.56,-1500.49,754.94,1.8423,0.57076,0.18714,-1
